id,model_type,model_family,model_name,ckpt_file,url,autoencoder,clip_encoder,image_encoder,t5_encoder,full_json
487,uncurated_model,sdxl_base_v0.9,ONE-FOR-ALL-Pony-Fantasy-DPOVAE,one_for_all_pony_fantasy_dpovae_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,one_for_all_pony_fantasy_dpovae_clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""name"":""ONE-FOR-ALL-Pony-Fantasy-DPOVAE"",""upcast_attention"":false,""prefix"":"""",""version"":""sdxl_base_v0.9"",""text_encoder"":""one_for_all_pony_fantasy_dpovae_open_clip_vit_bigg14_f16.ckpt"",""default_scale"":16,""modifier"":""none"",""file"":""one_for_all_pony_fantasy_dpovae_f16.ckpt"",""clip_encoder"":""one_for_all_pony_fantasy_dpovae_clip_vit_l14_f16.ckpt"",""converted"":{""one_for_all_pony_fantasy_dpovae_open_clip_vit_bigg14_f16.ckpt"":""79d22139a8bc070863a7b5188d78550984be0b76e3ac145555eb895dc259b522"",""one_for_all_pony_fantasy_dpovae_f16.ckpt"":""28ca4881e5df85e32364d491885d6d2e62588aa151a55c0a57e1ad7488e83bcd"",""one_for_all_pony_fantasy_dpovae_clip_vit_l14_f16.ckpt"":""cab9f403316774fc91819d028339bc6a11e40dc369aac6c6893c2b50c6b33e04""}}"
488,uncurated_model,sdxl_base_v0.9,Oops-All-Toons-Illustrious-v1.0,oops_all_toons_illustrious_v1.0_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,oops_all_toons_illustrious_v1.0_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""file"":""oops_all_toons_illustrious_v1.0_f16.ckpt"",""name"":""Oops-All-Toons-Illustrious-v1.0"",""upcast_attention"":false,""text_encoder"":""oops_all_toons_illustrious_v1.0_open_clip_vit_bigg14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""default_scale"":16,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""clip_encoder"":""oops_all_toons_illustrious_v1.0_clip_vit_l14_f16.ckpt"",""converted"":{""oops_all_toons_illustrious_v1.0_clip_vit_l14_f16.ckpt"":""76a9e669b08084838f03cc69eab216682be94fb120a4f7e8171691a001456c92"",""oops_all_toons_illustrious_v1.0_open_clip_vit_bigg14_f16.ckpt"":""39b8fd812d88342646db77142e74dcd23da184f572b09954c1c59115f061466c"",""oops_all_toons_illustrious_v1.0_f16.ckpt"":""b23923631fc84fecd3b6d67eb0bffcf992c70537d8f868eb3882dd7f373806a3""}}"
489,uncurated_model,sdxl_base_v0.9,Oops-All-vpred-NoobAI-Western-2D-furry-toon,oops_all_vpred_noobai_western_2d_furry_toon_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,oops_all_vpred_noobai_western_2d_furry_toon_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""name"":""Oops-All-vpred-NoobAI-Western-2D-furry-toon"",""upcast_attention"":false,""text_encoder"":""oops_all_vpred_noobai_western_2d_furry_toon_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""oops_all_vpred_noobai_western_2d_furry_toon_clip_vit_l14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""file"":""oops_all_vpred_noobai_western_2d_furry_toon_f16.ckpt"",""modifier"":""none"",""version"":""sdxl_base_v0.9"",""converted"":{""oops_all_vpred_noobai_western_2d_furry_toon_f16.ckpt"":""163a042961519cad75dc63933d7c6d58a21747d191b546d1018f687f26e5302a"",""oops_all_vpred_noobai_western_2d_furry_toon_open_clip_vit_bigg14_f16.ckpt"":""115757d497e5969c4f67623ac38f7390eac7380f735bd08382b6eadd05af756d"",""oops_all_vpred_noobai_western_2d_furry_toon_clip_vit_l14_f16.ckpt"":""065effccfc00056148a8da27ffbea75bc7c81d0d7be475252b55d84110e09d11""}}"
490,uncurated_model,flux1,Origin_By_N0utis_flux_FP8V1,1308101_originbyn0utis_fluxfp8v1_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1308101_originbyn0utis_fluxfp8v1_q8p.ckpt"":""98e7e569c0b208e9e10d3b8214aed010504e23503db38f380d2424c34b505830""},""default_scale"":16,""file"":""1308101_originbyn0utis_fluxfp8v1_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Origin_By_N0utis_flux_FP8V1"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
491,uncurated_model,sdxl_base_v0.9,Photonic-Fusion-SDXL,photonic_fusion_sdxl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,photonic_fusion_sdxl_clip_vit_l14_f16.ckpt,"","","{""name"":""Photonic-Fusion-SDXL"",""file"":""photonic_fusion_sdxl_f16.ckpt"",""version"":""sdxl_base_v0.9"",""prefix"":"""",""text_encoder"":""photonic_fusion_sdxl_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""upcast_attention"":false,""modifier"":""none"",""clip_encoder"":""photonic_fusion_sdxl_clip_vit_l14_f16.ckpt"",""converted"":{""photonic_fusion_sdxl_clip_vit_l14_f16.ckpt"":""3864ad7873de4003626e51f2e745bac46dc1c2a9675bd68f62c6dbc3e6d8144e"",""photonic_fusion_sdxl_f16.ckpt"":""878fe1f43343031aa718fef33522e180d641ab54bb8808ed78dbd5cb54e108e3"",""photonic_fusion_sdxl_open_clip_vit_bigg14_f16.ckpt"":""8e23d53aa8bfd805653649f43818fa25272b39881306ce3a439cb096ff602c81""}}"
492,uncurated_model,flux1,Pixelwave_flux1Dev02,826571_pixelwave_flux1dev02_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""826571_pixelwave_flux1dev02_q8p.ckpt"":""12e5ef7dab81a4fb8790adc07c4ee870fbbab8d25e6e5e4b6513730acb25cdc4""},""default_scale"":16,""file"":""826571_pixelwave_flux1dev02_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Pixelwave_flux1Dev02"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
493,uncurated_model,flux1,Pixelwave_flux1Dev03,992642_pixelwave_flux1dev03_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""992642_pixelwave_flux1dev03_q8p.ckpt"":""8246d8d77def7760550333e55aee98adcc76c18cf4cc3aabe8ca9b73f025596e""},""default_scale"":16,""file"":""992642_pixelwave_flux1dev03_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Pixelwave_flux1Dev03"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
494,uncurated_model,flux1,Pixelwave_flux1Schnell03,1002647_pixelwave_flux1schnell03_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1002647_pixelwave_flux1schnell03_q8p.ckpt"":""c61a1b3ab4e63cd1ab8e1027eb2cd34b09ac62405a4925299adb0ff75be394bb""},""default_scale"":16,""file"":""1002647_pixelwave_flux1schnell03_q8p.ckpt"",""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Pixelwave_flux1Schnell03"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
495,uncurated_model,sdxl_base_v0.9,Plant_Milk_Model_Suite_Flax_1331188,plant_milk_model_suite_flax_1331188_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,plant_milk_model_suite_flax_1331188_clip_vit_l14_f16.ckpt,"","","{""file"":""plant_milk_model_suite_flax_1331188_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""text_encoder"":""plant_milk_model_suite_flax_1331188_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""plant_milk_model_suite_flax_1331188_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""default_scale"":16,""name"":""Plant_Milk_Model_Suite_Flax_1331188"",""version"":""sdxl_base_v0.9"",""converted"":{""plant_milk_model_suite_flax_1331188_clip_vit_l14_f16.ckpt"":""ace1ed1c72ece10da150f48ef3618a0df8df310b3f0c0ef20ac81868a286a504"",""plant_milk_model_suite_flax_1331188_open_clip_vit_bigg14_f16.ckpt"":""76f0c3ef26f18fa899c255ab8a00728f79f7daaeceb62ed7884329a238d54bc6"",""plant_milk_model_suite_flax_1331188_f16.ckpt"":""1de1fe54293fd76122e7343881e65a56bdd8da70dc1dfe5710e6609a25878b3e""}}"
496,uncurated_model,sdxl_base_v0.9,Plant_Milk_Model_Suite_Hemp_II_1714314,plant_milk_model_suite_hemp_ii_1714314_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,plant_milk_model_suite_hemp_ii_1714314_clip_vit_l14_f16.ckpt,"","","{""file"":""plant_milk_model_suite_hemp_ii_1714314_f16.ckpt"",""prefix"":"""",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""plant_milk_model_suite_hemp_ii_1714314_open_clip_vit_bigg14_f16.ckpt"",""upcast_attention"":false,""name"":""Plant_Milk_Model_Suite_Hemp_II_1714314"",""version"":""sdxl_base_v0.9"",""default_scale"":16,""modifier"":""none"",""clip_encoder"":""plant_milk_model_suite_hemp_ii_1714314_clip_vit_l14_f16.ckpt"",""converted"":{""plant_milk_model_suite_hemp_ii_1714314_open_clip_vit_bigg14_f16.ckpt"":""3966c4217c05480e299a5d89adb218ed74a8b48194ec81c927a53ad9584e0e17"",""plant_milk_model_suite_hemp_ii_1714314_clip_vit_l14_f16.ckpt"":""ace1ed1c72ece10da150f48ef3618a0df8df310b3f0c0ef20ac81868a286a504"",""plant_milk_model_suite_hemp_ii_1714314_f16.ckpt"":""3cc75e30a7ddc49081d5d952e53ae6f2535069231c9a65a05c92c03518d74293""}}"
497,uncurated_model,sdxl_base_v0.9,Pony_Realism_v2.1_534642,pony_realism_v2.1_534642_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,pony_realism_v2.1_534642_clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""pony_realism_v2.1_534642_clip_vit_l14_f16.ckpt"",""prefix"":"""",""name"":""Pony_Realism_v2.1_534642"",""file"":""pony_realism_v2.1_534642_f16.ckpt"",""version"":""sdxl_base_v0.9"",""upcast_attention"":false,""modifier"":""none"",""default_scale"":16,""text_encoder"":""pony_realism_v2.1_534642_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""pony_realism_v2.1_534642_open_clip_vit_bigg14_f16.ckpt"":""0aaec058fd0b496ba1d8dd2f7c41b386811b36d34250dae31e4ad4e2b6465177"",""pony_realism_v2.1_534642_clip_vit_l14_f16.ckpt"":""c352cd9034ab9d44328c417ea1fce5b5cf9940bedf484b8d0820bff2cf2277a3"",""pony_realism_v2.1_534642_f16.ckpt"":""a0ec3189053882ce3dfa7a4cb9db95bd42ce93710a61e44aa36c75a28b73ed87""}}"
498,uncurated_model,sdxl_base_v0.9,Pony_Realism_v2.2_914390,pony_realism_v2.2_914390_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,pony_realism_v2.2_914390_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""name"":""Pony_Realism_v2.2_914390"",""prefix"":"""",""default_scale"":16,""file"":""pony_realism_v2.2_914390_f16.ckpt"",""clip_encoder"":""pony_realism_v2.2_914390_clip_vit_l14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""modifier"":""none"",""text_encoder"":""pony_realism_v2.2_914390_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""pony_realism_v2.2_914390_open_clip_vit_bigg14_f16.ckpt"":""c8de59bb7102672d3b02a6ed6dbaf3a50ab5a3a7c54548bc59e3d065e0776b72"",""pony_realism_v2.2_914390_clip_vit_l14_f16.ckpt"":""b1896437d14c89d656d65833b4fa782640a5573f8153389d8c541d25d1489e46"",""pony_realism_v2.2_914390_f16.ckpt"":""ac6faf5c26eb1cf5cd5c6ef00ec1bb2ba684f1376c52fcd9588c536e696855e9""}}"
499,uncurated_model,sdxl_base_v0.9,Praeclarus-IllustriousXL,praeclarus_illustriousxl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,praeclarus_illustriousxl_clip_vit_l14_f16.ckpt,"","","{""default_scale"":16,""version"":""sdxl_base_v0.9"",""file"":""praeclarus_illustriousxl_f16.ckpt"",""text_encoder"":""praeclarus_illustriousxl_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""name"":""Praeclarus-IllustriousXL"",""modifier"":""none"",""prefix"":"""",""clip_encoder"":""praeclarus_illustriousxl_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""converted"":{""praeclarus_illustriousxl_clip_vit_l14_f16.ckpt"":""70e6903997a26662d44455f550e594c03ee52cc94f4b3768c23419089c50ce15"",""praeclarus_illustriousxl_f16.ckpt"":""30e40cee54ce9f77d0bb38b66b0926cc7887237313111363a04e3a669c0dd338"",""praeclarus_illustriousxl_open_clip_vit_bigg14_f16.ckpt"":""f5e8b3a7e46eaa49cbfb7bc8ad69e6c4a0432676a1fcdbc5e2bb5d192e50e593""}}"
500,uncurated_model,sdxl_base_v0.9,Prefect-Pony-XL,prefect_pony_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,prefect_pony_xl_clip_vit_l14_f16.ckpt,"","","{""version"":""sdxl_base_v0.9"",""name"":""Prefect-Pony-XL"",""upcast_attention"":false,""text_encoder"":""prefect_pony_xl_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""prefect_pony_xl_clip_vit_l14_f16.ckpt"",""file"":""prefect_pony_xl_f16.ckpt"",""prefix"":"""",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""converted"":{""prefect_pony_xl_f16.ckpt"":""cd257c4420704684be192cf12cfb5871c89c128388ed503b14f5fc81e4f5f277"",""prefect_pony_xl_clip_vit_l14_f16.ckpt"":""ba9ca774999581ad26f5808646d584dd0861c7fb39ce3f0fb00d061bd0262bb5"",""prefect_pony_xl_open_clip_vit_bigg14_f16.ckpt"":""051544fc80414db1422e01a4a1adb915fdb1297ced8fe3d3b99ff83319ede83a""}}"
501,uncurated_model,sdxl_base_v0.9,Prefect_illustrious_XL_v1.0_1379960,prefect_illustrious_xl_v1.0_1379960_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,prefect_illustrious_xl_v1.0_1379960_clip_vit_l14_f16.ckpt,"","","{""text_encoder"":""prefect_illustrious_xl_v1.0_1379960_open_clip_vit_bigg14_f16.ckpt"",""file"":""prefect_illustrious_xl_v1.0_1379960_f16.ckpt"",""clip_encoder"":""prefect_illustrious_xl_v1.0_1379960_clip_vit_l14_f16.ckpt"",""default_scale"":16,""name"":""Prefect_illustrious_XL_v1.0_1379960"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""upcast_attention"":false,""prefix"":"""",""modifier"":""none"",""version"":""sdxl_base_v0.9"",""converted"":{""prefect_illustrious_xl_v1.0_1379960_open_clip_vit_bigg14_f16.ckpt"":""cf240c491d189b39e656c73bcdc211327de86144ab575bd78830ba3ccebf0511"",""prefect_illustrious_xl_v1.0_1379960_clip_vit_l14_f16.ckpt"":""c11766f55cdb20762709857700a4930e1b38dbc5b25cac5d875765ba06a0b89f"",""prefect_illustrious_xl_v1.0_1379960_f16.ckpt"":""9182e89707d7d592624d4108e68473b9544e90c5782da2c21595ca9714ebc05e""}}"
502,uncurated_model,sdxl_base_v0.9,Prefect_illustrious_XL_v1.5_1731647,prefect_illustrious_xl_v1.5_1731647_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,prefect_illustrious_xl_v1.5_1731647_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""name"":""Prefect_illustrious_XL_v1.5_1731647"",""text_encoder"":""prefect_illustrious_xl_v1.5_1731647_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""prefect_illustrious_xl_v1.5_1731647_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""prefix"":"""",""default_scale"":16,""file"":""prefect_illustrious_xl_v1.5_1731647_f16.ckpt"",""version"":""sdxl_base_v0.9"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""prefect_illustrious_xl_v1.5_1731647_open_clip_vit_bigg14_f16.ckpt"":""ad5cac571daa869885703b10b9363e87e29e930a1965a5410d2e80f7e4958512"",""prefect_illustrious_xl_v1.5_1731647_f16.ckpt"":""8e3b60be4d4ca0511dbd753f5e62b79f5002a3327d6e78276a2753477abe4f97"",""prefect_illustrious_xl_v1.5_1731647_clip_vit_l14_f16.ckpt"":""145e5b5194c7347b752a6222c044753e229f7f50218f129c67477d1557c383e4""}}"
503,uncurated_model,flux1,Project0_real1sm_FP16,1451754_project0_real1smfp16_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1451754_project0_real1smfp16_q8p.ckpt"":""e7592584ac81c66930d7f1fbc8bc1fef863fdefc43767cfbb1a353f51f3e5dd7""},""default_scale"":16,""file"":""1451754_project0_real1smfp16_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_real1sm_FP16"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
504,uncurated_model,flux1,Project0_real1sm_V2FP16,1591370_project0_real1smv2fp16_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1591370_project0_real1smv2fp16_q8p.ckpt"":""af8007ebf10cc4b583380ebc68653f486ef0f344aaf3e2b2347d7e2d38f2376e""},""default_scale"":16,""file"":""1591370_project0_real1smv2fp16_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_real1sm_V2FP16"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
505,uncurated_model,flux1,Project0_real1sm_V2FP8,1596255_project0_real1smv2fp8_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1596255_project0_real1smv2fp8_q8p.ckpt"":""4a9e13568662617fdbbc881d5475d010f64b6b57b448bbbec18890100f5ec81c""},""default_scale"":16,""file"":""1596255_project0_real1smv2fp8_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_real1sm_V2FP8"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
506,uncurated_model,flux1,Project0_real1sm_V3FP16,1875661_project0_real1smv3fp16_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1875661_project0_real1smv3fp16_q8p.ckpt"":""acd2f7ffa34060fc3938a8e02257f1dcfdafc891d19df544418b2d9cfbb08a56""},""default_scale"":16,""file"":""1875661_project0_real1smv3fp16_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_real1sm_V3FP16"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
507,uncurated_model,flux1,Project0_real1sm_V3FP8AIO,1878051_project0_real1smv3fp8aio_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1878051_project0_real1smv3fp8aio_q8p.ckpt"":""1ee23addcc808dab8b76726cc6c8d23def09f60bebccad0f618faf4a136e339a""},""default_scale"":16,""file"":""1878051_project0_real1smv3fp8aio_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_real1sm_V3FP8AIO"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
508,uncurated_model,flux1,Project0_v10FP8Unet_Only,1181877_project0_v10fp8unetonly_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1181877_project0_v10fp8unetonly_q8p.ckpt"":""06a46941fac324ae49222891c1188e34cf239d9cc04f42df776778bd8c3e7650""},""default_scale"":16,""file"":""1181877_project0_v10fp8unetonly_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_v10FP8Unet_Only"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
509,uncurated_model,flux1,Project0_v20FP16,1249092_project0_v20fp16_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1249092_project0_v20fp16_q8p.ckpt"":""cf683e97fd754d31d9f72e290da3951568a99ffcd51d8bb7d6a393bbb2adaef2""},""default_scale"":16,""file"":""1249092_project0_v20fp16_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_v20FP16"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
510,uncurated_model,flux1,Project0_v20FP8,1249496_project0_v20fp8_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1249496_project0_v20fp8_q8p.ckpt"":""ac18157ad243f93dbe7adc662289696fd73d558214eaa62681c542f623f0519f""},""default_scale"":16,""file"":""1249496_project0_v20fp8_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_v20FP8"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
511,uncurated_model,flux1,Project0_v30Art_FP8,1320268_project0_v30artfp8_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1320268_project0_v30artfp8_q8p.ckpt"":""5909fed2a44907d046026c4e6bd6674281996c97ad2842741ae500ca66760d0f""},""default_scale"":16,""file"":""1320268_project0_v30artfp8_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Project0_v30Art_FP8"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
